EastDVD_20240409_V_ATL_C
V-ATL-C,CA55USRA,1,0,2024-02-29,2024-02-29,51.3,-55.7,51.4,-55.6,CA55USRA
COLLECTION,CELL_NAME,EDTN,UPDN,ISDT,UADT,SLAT,WLON,NLAT,ELON,TITLE
EastDVD_20240409_V_NOR_A
V-NOR-A,CA29PJ6A,1,0,2/22/2024,2/22/2024,64,-84,68,-80,Western Foxe Basin
V-NOR-A,CA29PKDA,1,0,2/22/2024,2/22/2024,64,-80,68,-76,Eastern Foxe Basin
V-NOR-A,CA4B755A,1,0,2/24/2024,2/24/2024,69,-127,70,-126,CA4B755A
V-NOR-A,CA4B75FA,1,0,2/27/2024,2/27/2024,69,-126,70,-125,CA4B75FA
V-NOR-A,CA4B75RA,1,0,2/27/2024,2/27/2024,69,-125,70,-124,CA4B75RA_6900N12500W
V-NOR-A,CA4B762A,1,0,2/27/2024,2/27/2024,69,-124,70,-123,CA4B762A
V-NOR-A,CA58PKVA,1,0,3/11/2024,3/11/2024,60.7,-78.4,60.8,-78.3,CA58PKVA
V-NOR-A,CA58PKWA,1,0,3/12/2024,3/12/2024,60.7,-78.3,60.8,-78.2,CA58PKWA
V-NOR-A,CA58PKXA,1,0,3/12/2024,3/12/2024,60.7,-78.2,60.8,-78.1,CA58PKXA
V-NOR-A,CA58QKWA,1,0,3/12/2024,3/12/2024,60.8,-78.3,60.9,-78.2,CA58QKWA
V-NOR-A,CA58QKXA,1,0,3/12/2024,3/12/2024,60.8,-78.2,60.9,-78.1,CA58QKXA
V-NOR-A,CA595L0A,1,0,3/6/2024,3/6/2024,62.4,-78,62.5,-77.9,CA595L0A
V-NOR-A,CA597L1A,1,0,3/6/2024,3/6/2024,62.4,-77.9,62.5,-77.8,CA597L1A
WestDVD_20240409_V_NOR_A
V-NOR-A,CA29PJ6A,1,0,2/22/2024,2/22/2024,64,-84,68,-80,Western Foxe Basin
V-NOR-A,CA29PKDA,1,0,2/22/2024,2/22/2024,64,-80,68,-76,Eastern Foxe Basin
V-NOR-A,CA4B755A,1,0,2/24/2024,2/24/2024,69,-127,70,-126,CA4B755A
V-NOR-A,CA4B75FA,1,0,2/27/2024,2/27/2024,69,-126,70,-125,CA4B75FA
V-NOR-A,CA4B75RA,1,0,2/27/2024,2/27/2024,69,-125,70,-124,CA4B75RA_6900N12500W
V-NOR-A,CA4B762A,1,0,2/27/2024,2/27/2024,69,-124,70,-123,CA4B762A
V-NOR-A,CA58PKVA,1,0,3/11/2024,3/11/2024,60.7,-78.4,60.8,-78.3,CA58PKVA
V-NOR-A,CA58PKWA,1,0,3/12/2024,3/12/2024,60.7,-78.3,60.8,-78.2,CA58PKWA
V-NOR-A,CA58PKXA,1,0,3/12/2024,3/12/2024,60.7,-78.2,60.8,-78.1,CA58PKXA
V-NOR-A,CA58QKWA,1,0,3/12/2024,3/12/2024,60.8,-78.3,60.9,-78.2,CA58QKWA
V-NOR-A,CA58QKXA,1,0,3/12/2024,3/12/2024,60.8,-78.2,60.9,-78.1,CA58QKXA
V-NOR-A,CA595L0A,1,0,3/6/2024,3/6/2024,62.4,-78,62.5,-77.9,CA595L0A
V-NOR-A,CA597L1A,1,0,3/6/2024,3/6/2024,62.4,-77.9,62.5,-77.8,CA597L1A
WestDVD_20240409_V_PAC_A
V-PAC-A,CA370766,1,0,2024-03-27,2024-03-27,48.4031889,-123.3474988,49.0473611,-122.7679889,Saanich to Point Roberts
WestDVD_20240409_V_PAC_B
V-PAC-B,CA571158,1,0,2024-03-04,2024-03-04,52.5,-131.5,52.6,-131.4,Murchison-Faraday Passage
